Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
2465,91621,490006850J,536127,181893,275,C603,0
2467,74259,490009290N,536127,181491,12,1D04,0
2468,53368,490011218A,536127,181217,335,1J02,0
24705,52466,490010204J,536124,176842,273,2206,0
24743,75424,490014137W,536121,164788,247,J201,0
24779,50546,490007711WA,536121,178553,277,6C01,0
248,54390,490013443N,536119,176462,337,5305,0
24843,59303,490005205R,536119,170258,252,FY15,0
2485,50276,490004505J,536118,172962,19,N105,0
24851,59608,490006513S,536116,194499,189,U706,0
2487,71781,490008401W,536115,174469,253,N311,0
2488,54636,490004658N,536109,185604,337,RN04,0
2489,51679,490013393S,536108,186889,162,RN01,0
2490,59032,490013393N,536108,186897,340,RN01,0
2491,48241,490010974MA,536107,189301,231,VL01,0
2492,72304,490010974E,536107,189402,53,VL01,0
24961,53912,490015269S,536106,170230,76,FY15,0
24994,73934,490015036K,536103,179830,254,6603,0
2502,53618,490003620C,536098,189178,272,XR03,0
25027,76110,490000034N,536098,190731,48,TD01,0
25028,71575,490000034M,536096,190718,48,TD01,0
25031,77262,490003131E,536093,187037,89,XT08,0
25042,47734,490003373E,536093,192083,117,TU07,0
25043,56494,490003373W,536091,192063,288,TU07,0
25044,73759,490013049E,536087,192259,112,TT01,0
25045,58098,490013049W,536086,192222,289,TT01,0
25046,52290,490012174E,536086,192302,291,TT02,0
25048,58048,490005321E,536086,192361,102,TT03,0
25051,47317,490012058N2,536085,184661,345,AG13,0
25053,59460,490000167G,536085,180419,347,7807,0
25056,75247,490007380N,536083,189097,333,XJ01,0
25057,75489,490008804W,536082,168788,306,K414,0
25066,53834,490012760W,536081,188700,238,RK04,0
25067,74345,490010937N,536080,187912,5,XR04,0
25068,55056,490006405S,536079,187816,184,XR04,0
25069,56947,490015042T,536076,182436,358,8205,0
2507,57273,490012261N,536076,196387,2,UJ04,0
25070,53569,490009521N,536073,166408,318,KA11,0
25071,72147,490009521E,536072,166371,140,KA11,0
25072,49392,490013578S,536071,186957,159,T305,0
25073,73716,490006869EB1,536070,164539,116,HB12,0
25076,74538,490009451N,536063,163953,332,J802,0
25077,74302,490009451P,536062,164012,150,J802,0
25078,52110,490007609E,536061,182401,79,QS01,0
25079,57586,490007609W,536058,182359,246,QS01,0
2508,48341,490005305S,536055,194122,220,U001,0
25080,58088,490005039S,536054,194672,204,TP08,0
2509,53927,490005305N,536054,194000,20,U001,0
25092,55709,490010291L,536052,181499,202,Q410,0
25093,48145,490010291K,536049,181441,23,Q410,0
25096,53848,490002019B,536049,182861,255,BE10,0
25100,52862,490008165A,536041,181714,339,8001,0
25102,73731,490014471S,536038,188419,138,T701,0
25103,51512,490006380H,536035,178163,334,3D01,0
25105,53710,490014501J,536031,178029,155,3D02,0
25106,55592,490014501M,536026,177849,19,3D03,0
25108,53791,490008406E,536026,186689,87,VQ10,0
25109,47482,490008406W,536025,186682,274,VQ10,0
25115,53529,490011829W1,536023,170588,277,EH12,0
25117,75007,490012360S,536020,166795,219,K920,0
25118,48573,490000070B,536020,192043,3,TB04,0
25119,77287,490015370NGS,536019,167057,52,KA01,0
25125,74073,490006906E,536017,183171,106,WK04,0
25129,56143,490013476N2,536015,181902,338,8002,0
25130,56835,490006289N,536014,183485,334,D205,0
25131,59549,490012852E,536012,185619,64,PV02,0
25132,54278,490004808S,536010,186192,167,D707,0
25133,77123,490010956E,536009,187266,57,YJ03,0
25134,71954,490012852W,536007,185620,244,PV02,0
25135,74734,490012776E,536004,167584,55,K704,0
25136,53793,490014150KA,536004,178409,226,7.00E+02,0
25138,48967,490000242A,536003,186801,14,VQ05,0
25139,55477,490015474B,536000,186748,192,VQ04,0
25140,50458,490007148D,535998,186633,9,VQ03,0
25141,73069,490012756K,535992,186545,281,VQ02,0
25143,54868,490014286W,535989,168945,310,K206,0
25144,71914,490004703E,535988,169149,119,K205,0
25145,56743,490010574C,535987,179975,54,304,0
25146,71007,490000007Y,535983,183405,32,CD01,0
25153,71083,490007074E,535982,183755,136,V309,0
25154,54719,490007074W,535981,183804,306,V309,0
25155,50162,490001033A,535981,196921,275,UP05,0
25159,51835,490014034E,535980,172330,70,N108,0
25160,50762,490015015W,535980,192344,281,U406,0
25161,51584,490005616E,535979,186998,333,PS02,0
25162,74377,490005616S,535975,186892,149,PS02,0
25163,77005,490014844N,535975,191303,43,9613,0
25164,71160,490014844S,535974,191215,223,9613,0
25165,74887,490009952S,535974,168305,122,L713,0
25179,53880,490015268N,535972,193120,357,Y602,0
2518,76637,490010017S,535971,167364,201,LE02,0
25180,49520,490005928S,535970,185659,203,RQ07,0
25181,53659,490009002N,535963,187359,7,R407,0
25182,50632,490009002S,535962,187344,187,R407,0
25185,54710,490000154A,535961,188374,3,X802,0
25187,48127,490012524D,535959,187851,105,DB06,0
2519,50550,490010017N,535958,167473,355,LE02,0
25193,71111,490014212D,535957,187305,2,S004,0
25194,49268,490014212E,535957,187217,269,S014,0
25195,75772,490003396E,535954,193779,107,U005,0
25196,52224,490008628N,535950,182521,12,QH07,0
25197,53274,490008628S,535949,182496,191,QH07,0
25198,76367,490009028S,535943,182192,189,QH08,0
25199,51110,490009028N,535942,182296,10,QH08,0
25200,58794,490014756N,535929,181935,10,QH09,0
25201,77828,490014756S,535929,181879,189,QH09,0
25202,73394,490005614N,535927,181637,3,QH10,0
25203,71832,490012227S,535925,181453,184,QH10,0
25204,47450,490013442N,535924,181332,4,QH11,0
25205,52738,490013442S,535924,181254,184,QH11,0
25206,56114,490004807N,535924,181012,2,QG17,0
25207,58524,490012223E,535923,190714,40,9807,0
25209,58161,490012722N,535923,190972,40,9810,0
25210,53039,490006830W,535920,190985,220,9810,0
25211,72646,490010250N,535920,191242,357,9809,0
25212,72593,490010250W,535920,191283,268,9809,0
25213,48935,490007798E,535919,191495,84,9C12,0
25214,50133,490007798W,535916,191426,231,9C12,0
25215,72300,490014597E,535912,191391,111,9C11,0
25216,47139,490014597W,535911,191390,291,9C11,0
25217,49096,4.90E+09,535910,191336,111,9C10,0
25218,48815,490007394W1,535906,191335,291,9C10,0
25219,72327,490013728E,535905,191332,82,9C13,0
2522,56008,490012748S,535904,162131,138,H113,0
25220,75387,490013728W,535904,191317,262,9C13,0
25221,77526,490013727E,535902,191358,94,9C14,0
25222,76740,490013727W,535901,191344,276,9C14,0
25223,75094,490001335B,535900,191396,73,9.00E+04,0
25224,48430,490001335A,535900,191372,252,9.00E+04,0
25225,77793,490013730T,535898,191484,94,9.00E+03,0
25226,77650,490013730U,535896,191474,272,9.00E+03,0
25227,76506,490007182E,535895,191453,106,9.00E+08,0
25228,50374,490007182W,535892,191452,282,9.00E+08,0
25229,72118,490011953E,535890,191321,124,9.00E+09,0
2523,58377,490003377N,535890,162763,272,H115,0
25230,47150,490011953W,535888,191330,303,9.00E+09,0
25233,58529,490006075N,535886,187054,10,VP01,0
25234,54042,490000242U,535886,186921,195,VP01,0
25235,56341,490008487N,535885,187333,22,VP02,0
25236,74656,490008487S,535882,187294,202,VP02,0
25237,50875,490013346N,535882,187575,30,VP03,0
25238,58652,490013346S,535882,187515,214,VP03,0
25239,72573,490013925N,535880,187783,27,VP04,0
2524,55051,490003377S,535880,162796,123,H115,0
25240,48624,490013925S,535880,187666,197,VP04,0
25241,53457,490003519N,535874,188067,5,VP05,0
25242,75514,490012006W,535873,188118,272,VP06,0
25243,73148,490011568E,535873,160766,79,H109,0
25244,73808,490011568W,535873,160769,256,H108,0
25245,74136,490009954E,535868,160821,80,H108,0
25246,71545,490009954W1,535867,160927,192,H107,0
25247,71213,490004161E,535867,161106,55,H106,0
25248,57017,490004161W,535866,161131,226,H106,0
25249,49385,490011895E,535864,161339,59,H105,0
25250,71580,490011895W,535864,161348,239,H105,0
25251,53440,490011894E,535861,161487,45,H104,0
25252,77557,490011894W,535861,161548,221,H104,0
25253,51037,490007775E,535859,161746,44,H103,0
25254,76610,490007775W,535858,161703,218,H103,0
25265,59036,490004807S,535857,180967,179,QG17,0
25266,77308,490009770W,535857,158177,303,H704,0
25267,72164,490009770S,535856,158201,123,H704,0
25270,47475,490004584N,535856,181172,5,BP02,0
25271,57684,490005201V,535856,170100,57,FY11,0
25272,50964,490005201U,535855,170065,237,FY11,0
25276,76387,490014696N,535854,172482,351,GC06,0
25277,58960,490014696S,535853,172466,173,GC06,0
25280,74058,490008073E,535852,171890,61,2D14,0
25281,72584,490008073W,535852,171853,253,2D14,0
25282,73693,490006215E,535852,171989,71,FW10,0
25283,73811,490006215W,535845,171969,250,FW10,0
25286,57397,490000234H,535842,171388,322,5.00E+06,0
25287,56609,490000234G,535841,171374,322,5.00E+06,0
25288,51216,490006254E,535836,172007,65,FW06,0
25289,53443,490006254W,535834,171987,245,FW06,0
25290,57785,490003974N1,535828,175610,5,EC09,0
253,50340,490014229J,535824,176762,304,3.00E+04,0
2532,58444,490011927S,535816,172583,193,MA09,0
25331,58542,490012848W,535812,183894,272,RE04,0
2534,75526,490000211D,535811,186368,237,S105,0
25349,56246,490016644E,535808,171482,87,K027,0
25351,72555,490003643E,535807,171293,135,K026,0
25352,56007,490003643W,535805,171331,312,K026,0
25353,50761,490013280W,535805,171144,300,K025,0
25354,73948,490013280E,535804,171110,119,K025,0
25355,72870,490008986W,535804,171004,293,K023,0
25356,57073,490008986E,535801,171046,108,K024,0
25357,54304,490010819W,535800,170932,294,K022,0
25358,76951,490010819E,535794,170925,114,K022,0
25359,56262,490008987N,535794,170772,353,K021,0
25360,74824,490008613S,535789,170654,176,K021,0
25361,52716,490004386N,535788,170484,344,K020,0
25362,55589,490015470E,535786,190429,68,9702,0
25366,48574,490015187H,535785,189543,224,9505,0
25367,55281,490008710M,535784,183827,143,RC05,0
25368,59002,490007012J,535784,189926,20,XH03,0
25369,77373,490015014N,535783,191837,13,UD18,0
25370,76027,490015014S,535783,191750,193,UD18,0
25371,48682,490005655E,535782,172084,81,FW09,0
25372,73960,490005655W,535781,172060,254,FW09,0
25373,49099,490003709E,535781,172066,113,FW08,0
25374,51023,490003709W,535776,172066,285,FW08,0
25375,55419,490015403E,535775,171968,86,FW07,0
25376,50926,490015403W,535774,171965,287,FW07,0
25377,49276,490005927N,535770,187367,2,V909,0
25378,77883,490005927S,535768,187320,183,V909,0
25379,76971,490011799N,535765,187135,9,WJ10,0
2538,77602,490013448BA,535764,177938,59,6D04,0
25380,71395,490011799S,535756,187097,185,WJ10,0
25381,71373,490011797N,535755,186896,359,WJ09,0
25382,76997,490011797S,535754,186836,179,WJ09,0
25383,73542,490013989N,535754,186588,346,WJ08,0
25384,75332,490013989S,535754,186557,166,WJ08,0
25385,48114,490006322N,535752,186281,358,WJ07,0
25386,52725,490006322S,535752,186304,186,WJ07,0
25387,71583,490013354E,535752,186058,85,WJ06,0
25388,59057,490013354W,535749,186047,265,WJ06,0
25389,74331,490010763N,535749,186032,85,WJ05,0
2539,54856,490006304W,535749,177895,249,6D04,0
25390,76150,490010763W,535746,186011,263,WJ05,0
25391,53145,490006324E,535746,185966,66,WJ04,0
25392,51747,490006324W,535745,185919,245,WJ04,0
25393,56292,490010704E,535743,185812,80,WA10,0
25394,56184,490010704W,535740,185812,253,WA10,0
25395,75539,490007043E,535739,185808,106,WA05,0
25396,76475,490007041W,535738,185804,274,WA05,0
25398,58341,490005806W,535737,185793,269,WA04,0
25399,48931,490010705W,535736,185775,263,WA03,0
25444,51796,490011412W,535736,188819,230,XP02,0
25445,71231,490009645E,535736,184158,86,DF18,0
25446,75362,490009645W,535733,184147,267,DF18,0
25447,76470,490014082LL,535732,185653,163,R909,0
25448,75409,490004702K,535728,181428,69,7405,0
25449,48402,490014163N,535727,189732,45,Y911,0
25450,58670,490010023L,535727,170045,262,LB03,0
25453,51145,490011125W,535726,189896,75,SF02,0
25456,53223,490011570A,535725,160746,100,H111,0
25457,47880,490011570B,535725,160744,281,H111,0
25460,75880,40004405160A,535722,163410,327,0Z13,0
25468,59083,490013500N,535716,178287,325,PC05,0
25469,75509,490013500S,535715,178298,145,PC05,0
25470,56112,490011462N,535714,186912,18,VN02,0
25471,48488,490011462S,535712,186933,198,VN02,0
25472,72179,490004055E,535711,167741,85,FU04,0
25478,53240,490006799N,535705,188726,56,9301,0
25480,58935,490005299Y,535704,171636,111,EK12,0
25483,74123,490003309W,535702,183941,272,A309,0
25484,52556,490009306N,535701,189130,341,YH11,0
25488,73286,490008263E,535700,180827,89,1802,0
25489,74533,490009853W,535700,180803,268,1801,0
25490,75283,490000231E,535698,180807,80,0.00E+00,0
2550,51469,490013809N,535697,179438,323,3F08,0
2551,49203,490013809S,535697,179516,145,3F08,0
25511,51707,490012212E,535692,175229,67,5N02,0
25512,47523,490010963W,535692,175362,224,5N12,0
25513,51479,490010963E,535691,175368,45,5N12,0
25514,51296,490005045W,535690,175537,223,5406,0
25515,53807,490005045E,535689,175599,42,5406,0
25518,54182,490011065W2,535681,175711,214,5405,0
25519,55092,490011065E,535678,175706,34,5405,0
2552,53897,490004071BD,535678,179170,318,3F07,0
25520,77732,490015547W1,535676,175829,194,5404,0
25522,49165,490009262E,535675,175976,29,5404,0
25523,77225,490003687E,535674,176147,83,5401,0
25524,74777,490003687W2,535674,176194,227,5401,0
25525,52762,490004568E,535668,176274,54,5307,0
25528,50331,490013443E,535663,176422,70,5306,0
25529,73655,490003685W,535662,176519,239,5201,0
2553,48981,490004071S,535655,179265,144,3F07,0
25530,55071,490003685E,535654,176613,73,5201,0
25531,56068,490003690W,535651,176681,252,5202,0
25532,74315,490003690E,535649,176652,77,5202,0
25533,47301,490013341M,535645,176791,242,5203,0
25534,56057,490014497E,535644,176731,72,5203,0
25535,74139,490001016B,535644,176921,235,5101,0
25536,54120,490011361G,535642,176871,62,5101,0
25537,53248,490001016A,535640,176966,51,5102,0
25538,51685,490003686S,535634,177099,220,5103,0
25539,73377,490003686E,535633,177137,44,5103,0
2554,77701,490006379BN,535632,178689,319,3F05,0
25542,75583,490012196S,535631,177278,245,5104,0
25543,47957,490012196E,535631,177294,65,5104,0
25544,54013,490005777E,535631,177480,48,5105,0
25545,75786,490005777S,535631,177439,219,5105,0
25546,54437,490006515S,535630,177663,251,5106,0
25547,52893,490006515E,535626,177675,66,5106,0
2555,73074,490004851S,535626,171695,152,N026,0
25550,72512,490014193Z,535621,177843,282,4725,0
25551,48816,490014193E,535620,177845,63,5107,0
25552,77108,4.90E+09,535619,178996,79,4006,0
25553,52278,490004158S,535619,179562,186,3110,0
25554,53261,490007416S,535616,179746,203,3401,0
25555,57588,490007416N,535615,179679,33,3401,0
25556,75633,490009693S,535614,179919,252,3402,0
25557,50103,490009693N,535611,179891,27,3402,0
25559,76977,490014679S,535610,177355,197,4721,0
25560,50824,490008978N2,535604,176715,209,4903,0
25561,75463,490008978N1,535603,176758,29,4903,0
25562,57616,490013908N,535603,176419,49,4902,0
25563,48623,490001310A,535603,176224,57,4K10,0
25564,72519,490008921W,535603,175853,245,4K07,0
25566,76648,490001069M,535601,175414,244,5704,0
25569,59477,490005331E,535600,175518,342,5705,0
25570,55701,490005332H,535600,175494,151,5705,0
25571,58036,490009615P,535597,164081,348,KB10,0
25572,55160,490009615R,535597,164046,84,KB11,0
25577,73890,490005593S,535595,163610,216,KB15,0
25578,48873,490011542W,535594,166055,258,J022,0
2558,77065,490010880WE,535592,177750,305,3K01,0
25582,53992,490008475S,535591,163900,169,HB15,0
25583,56056,490008475N,535590,163931,349,HB15,0
25585,72029,490003130N,535586,163590,349,H409,0
25586,73984,490003693S,535583,163040,171,H408,0
25587,51686,490003693N,535572,163109,349,H408,0
25588,50466,490010848W,535566,162273,245,H316,0
25593,77347,4900008396,535565,175037,164,N816,0
25595,58414,490014580N,535565,159423,2,H807,0
25596,57366,490002041N1,535562,163368,18,H205,0
25597,71503,490009734E,535560,190317,105,9710,0
25598,52184,490009734W,535556,190331,285,9710,0
25599,74088,490013477A,535555,181745,143,8019,0
256,50100,490004687P,535554,176681,193,3P02,0
25605,59328,490003974S2,535553,175598,183,EC09,0
25606,54490,490013871F,535552,173494,152,MH04,0
25608,47510,490013494N,535552,177232,56,N505,0
2561,48948,490009757S,535551,171135,237,N029,0
25613,74423,490012449N,535551,170482,326,MC06,0
25614,49362,490012449S,535544,170517,147,MC06,0
25615,51615,490008759N,535543,191756,334,VH27,0
25616,53876,490008759S,535543,191700,154,VH27,0
25617,77035,490007827N,535542,191966,294,VH26,0
25618,51119,490007827S,535541,191966,114,VH26,0
25619,50729,490007828N,535541,192194,333,VG17,0
25620,77569,490007828S,535541,192188,153,VG17,0
25625,50278,490004691N,535540,191472,334,VH28,0
25626,48380,490004691S,535539,191422,154,VH28,0
25627,55671,490007057S,535538,177119,138,6.00E+05,0
25629,74864,490006987M,535536,170665,224,L201,0
25631,55089,490014149N,535533,170686,29,L503,0
25632,53260,490014149S,535531,170733,210,L503,0
25633,75661,490009332H11,535527,170959,39,5.00E+01,0
25634,50994,490009332H9,535527,171025,217,5.00E+01,0
25635,75251,490010468H8,535525,171227,25,5.00E+02,0
25636,76135,490010468H10,535522,171241,204,5.00E+02,0
25637,51656,490000052SD,535516,174232,197,5905,0
25638,49208,490000051G,535515,175646,224,4J06,0
2564,76825,490004851N,535510,171655,333,N026,0
25640,57138,490008970D,535510,176697,31,4A03,0
25641,74687,490008970E,535506,176674,211,4A03,0
25642,58345,490003164N,535504,176913,33,4A04,0
25643,52331,490003164S,535503,177012,212,4A04,0
25644,58970,490006134N,535503,177116,30,4803,0
25645,51915,490006134S,535502,177180,211,4803,0
25646,54815,490006796S,535500,177335,34,4802,0
25647,57967,490006796T,535498,177361,214,4802,0
25648,71091,490000172R,535498,177495,210,4801,0
25649,74224,490015244M,535496,177781,30,4818,0
25650,53645,490000172N,535493,177619,209,4808,0
25652,74337,490000132G,535493,179372,345,4303,0
25653,57011,490000132A,535489,179376,165,4303,0
25654,51431,490008473E,535487,179108,340,4503,0
25655,74220,490000234E,535485,171361,146,5.00E+06,0
25657,54996,490005830W,535478,170896,293,5.00E+09,0
25658,55445,490005830E,535478,170888,113,5.00E+10,0
2566,76199,490006813N,535477,171961,322,N025,0
25660,75131,490006319E,535474,170806,107,5C01,0
